KAU066	4	29.42 	50.54 	62.84 	69.60 	120.35	22.73		
KAU056	4	44.44 	17.32 	28.96 	61.34 	120.36	22.56		
KAU007	4	35.83 	28.94 	46.40 	65.22 	120.37	22.64		
KAU017	4	48.49 	28.74 	43.18 	44.00 	120.39	22.51		
TCU113	4	108.42 	19.00 	49.88 	68.52 	120.40	23.89		
KAU089	4	50.94 	11.84 	33.18 	37.32 	120.41	22.48		
KAU067	4	32.01 	16.28 	31.34 	29.70 	120.42	22.66		
TCU112	4	126.03 	15.62 	48.84 	63.86 	120.43	24.06		
KAU021	4	21.73 	28.14 	49.86 	35.30 	120.44	22.75		
KAU032	4	42.73 	11.44 	55.18 	35.42 	120.46	22.54		
KAU033	4	51.58 	13.12 	31.42 	32.12 	120.46	22.46		
KAU083	4	40.94 	9.76 	36.08 	41.44 	120.46	22.56		
KAU024	4	29.38 	16.84 	38.64 	38.28 	120.48	22.66		
KAU025	4	27.26 	20.96 	31.90 	39.72 	120.49	22.68		
KAU031	4	38.03 	13.92 	39.02 	50.64 	120.49	22.58		
CHY081	4	38.09 	46.60 	65.12 	46.58 	120.50	23.26		
KAU023	4	27.61 	17.96 	28.54 	34.48 	120.50	22.68		
KAU095	4	27.57 	18.94 	31.74 	40.58 	120.50	22.68		
KAU026	4	25.11 	17.02 	40.90 	37.96 	120.51	22.70		
KAU027	4	29.32 	19.88 	33.66 	39.34 	120.51	22.66		
KAU044	4	53.85 	10.16 	31.54 	32.32 	120.51	22.44		
KAU071	4	30.47 	16.28 	43.80 	50.96 	120.52	22.65		
TCU149	4	147.81 	30.68 	65.46 	43.48 	120.52	24.26		
CHY003	4	87.82 	19.90 	73.18 	68.18 	120.54	23.71		
CHY109	4	35.93 	31.20 	40.48 	72.22 	120.54	23.25		
KAU035	4	41.51 	0.00 	25.10 	22.44 	120.54	22.55		
TCU158	4	126.37 	31.44 	40.58 	32.94 	120.54	24.06		
TCU070	4	141.08 	21.14 	49.48 	56.86 	120.55	24.20		
TCU123	4	121.16 	12.10 	27.26 	28.38 	120.55	24.02		
TCU061	4	134.31 	8.58 	23.08 	25.42 	120.56	24.13		
TCU106	4	128.44 	19.44 	40.64 	37.56 	120.56	24.08		
KAU074	4	38.76 	22.34 	30.54 	28.38 	120.57	22.57		
TCU059	4	148.98 	25.16 	50.46 	39.74 	120.57	24.27		
TCU109	4	128.62 	15.52 	31.60 	39.22 	120.58	24.08		
TCU116	4	103.50 	26.84 	33.44 	55.62 	120.59	23.86		
KAU072	4	28.83 	20.34 	23.18 	25.36 	120.60	22.67		
CHY024	4	92.56 	23.44 	70.32 	79.34 	120.62	23.76		
TCU122	4	98.74 	14.24 	29.72 	56.20 	120.62	23.81		
KAU079	4	37.75 	17.64 	26.84 	24.50 	120.63	22.59		
KAU037	4	74.01 	8.34 	34.82 	22.94 	120.65	22.26		
TCU125	4	115.18 	13.72 	32.24 	27.56 	120.69	23.95		
TCU126	4	94.19 	17.16 	42.92 	65.24 	120.69	23.76		
TCU157	4	125.11 	9.80 	19.42 	26.46 	120.70	24.04		
TCU150	4	108.77 	20.22 	67.78 	41.54 	120.71	23.89		
TCU143	4	108.42 	15.04 	35.22 	51.44 	120.76	23.88		
KAU050	4	34.87 	22.48 	51.64 	55.82 	120.77	23.16		
TCU084	4	112.60 	6.24 	21.74 	44.98 	120.91	23.88		
TCU169	4	169.55 	0.00 	29.38 	21.54 	120.99	24.40		
TTN025	4	55.04 	16.92 	27.46 	33.90 	121.08	22.90		
TTN026	4	56.62 	14.80 	19.16 	31.30 	121.09	22.86		
TTN027	4	57.89 	18.44 	22.06 	37.68 	121.09	22.81		
TTN041	4	63.97 	22.28 	30.76 	40.46 	121.13	23.13		
TTN004	4	60.84 	16.38 	35.28 	23.12 	121.14	22.91		
TTN023	4	65.16 	19.82 	44.56 	37.08 	121.16	23.05		
TTN044	4	65.26 	15.80 	30.38 	23.32 	121.17	23.01		
HWA004	4	77.34 	10.22 	26.68 	33.90 	121.25	23.17		
HWA037	4	104.94 	16.02 	22.66 	25.70 	121.39	23.45		
CHY115	5	53.10 	30.84 	102.08 	157.94 	120.09	23.15		
CHY116	5	47.02 	55.52 	115.86 	166.10 	120.12	23.08		
CHY114	5	44.60 	50.80 	85.14 	139.16 	120.13	23.04		
CHY056	5	55.96 	35.94 	165.50 	165.38 	120.14	23.26		
CHY012	5	59.96 	37.72 	131.68 	108.90 	120.16	23.33		
CHY016	5	51.13 	45.28 	210.08 	221.26 	120.16	23.22		
CHY020	5	44.27 	58.32 	76.76 	174.20 	120.16	23.10		
CHY093	5	90.02 	31.90 	91.94 	128.14 	120.16	23.65		
CHY071	5	41.10 	64.52 	122.86 	187.52 	120.17	23.06		
CHY098	5	39.70 	69.22 	129.02 	192.14 	120.17	23.00		
CHY004	5	83.79 	25.06 	112.46 	108.44 	120.18	23.60		
KAU063	5	37.11 	54.40 	97.42 	105.96 	120.18	22.90		
CHY067	5	37.00 	77.76 	147.14 	207.74 	120.19	23.00		
CHY069	5	36.73 	79.26 	119.20 	230.22 	120.19	22.97		
CHY112	5	93.59 	26.58 	78.16 	85.92 	120.19	23.70		
CHY077	5	44.78 	52.30 	231.72 	224.14 	120.20	23.17		
CHY085	5	35.63 	90.34 	163.26 	231.74 	120.20	22.99		
CHY125	5	35.42 	48.18 	81.72 	133.16 	120.20	22.98		
CHY068	5	34.99 	54.44 	135.54 	165.38 	120.21	22.99		
CHY097	5	35.39 	48.02 	125.36 	127.46 	120.21	23.01		
CHY113	5	64.69 	43.78 	157.40 	159.64 	120.21	23.42		
CHY134	5	57.40 	37.52 	131.84 	147.34 	120.22	23.35		
CHY033	5	75.78 	30.46 	136.86 	105.58 	120.23	23.54		
CHY076	5	85.38 	26.72 	161.12 	138.12 	120.23	23.64		
CHY111	5	101.17 	30.44 	84.24 	103.18 	120.23	23.79		
CHY064	5	32.25 	86.64 	112.72 	136.94 	120.24	23.00		
CHY078	5	34.01 	43.60 	101.86 	143.86 	120.24	23.04		
CHY096	5	31.77 	163.80 	138.90 	164.68 	120.24	22.98		
CHY123	5	69.53 	21.10 	185.10 	169.54 	120.24	23.48		
