  sec     BH1    BH2      BHZ
27.900	-2217671	-2954904	1052849					
27.950	-2235383	-3544743	59574					
28.000	-2657148	-4258133	-1099607					
28.050	-3216286	-5050022	-1792973					
28.100	-3728099	-5798974	-1782616					
28.150	-4419150	-6289674	-1535251					
28.200	-5493111	-6452367	-1845256					
28.250	-6711280	-6315957	-2751457					
28.300	-7596762	-6049645	-3456521					
28.350	-7813271	-5807109	-3723710					
28.400	-7147475	-5582050	-3673320					
28.450	-5966313	-5334970	-3042534					
28.500	-5109284	-4825134	-1879632					
28.550	-4669602	-3847438	-760849					
28.600	-4537342	-2540694	222425					
28.650	-4929480	-1179244	1360888					
28.700	-5564279	-60370	2334176					
28.750	-6093682	576540	2805404					
28.800	-6494712	899111	2899713					
28.850	-6536283	1138814	2771380					
28.900	-5669011	1305299	2685365					
28.950	-4051705	1245106	2416339					
29.000	-2474360	883360	1556347					
29.050	-1082889	755161	497225					
29.100	-68408	896267	-48249					
29.150	177383	939190	134010					
29.200	-80360	1163144	69686					
29.250	-395157	1285230	-747884					
29.300	-690435	1033780	-1396370					
29.350	-992923	951545	-1803872					
29.400	-1118000	469519	-2199255					
29.450	-1023940	-970248	-2164444					
29.500	-645726	-2469296	-1888951					
29.550	199201	-3959710	-1550296					
29.600	1224479	-5485715	-935499					
29.650	1540594	-6636951	141930					
29.700	525107	-7373037	1513362					
29.750	-1690532	-7122664	2772944					
29.800	-4500379	-5752638	3972536					
29.850	-6973465	-3203631	4718003					
29.900	-8907612	-166391	4398716					
29.950	-10537545	1879092	3119753					
30.000	-11250461	3222101	1155581					
30.050	-10326482	4392331	-536961					
30.100	-7893095	6270010	-1011875					
30.150	-4733606	9675238	-492332					
30.200	-1620582	12893638	1060124					
30.250	912542	13854851	3300374					
30.300	2170496	11813427	4853041					
30.350	2062983	7860600	5435743					
30.400	1242156	4466532	6133263					
30.450	234535	3460564	7490650					
30.500	-180360	5150771	8577665					
30.550	58267	7108884	8518761					
30.600	302526	6841099	7055486					
30.650	653068	4868699	4271943					
30.700	1056780	2508840	1044289					
30.750	1797311	592772	-1485798					
30.800	3775644	-389521	-2852674					
30.850	6549826	-532675	-3632866					
30.900	9028905	-580711	-4239376					
30.950	10307990	-1045477	-4615452					
31.000	9942381	-1428888	-4880775					
31.050	8597164	-1665091	-4573945					
31.100	6699112	-2471202	-3304028					
31.150	4558856	-3035696	-1772149					
31.200	3145271	-1724645	-487848					
31.250	2537041	1000727	1106943					
31.300	1983234	3845205	3431170					
31.350	1292975	6015613	5659363					
31.400	675974	7192047	6818835					
31.450	504675	8323941	7359001					
31.500	1057091	10244840	8421785					
31.550	2127363	12170583	10409176					
31.600	3416232	12275984	12751030					
31.650	5351481	9439980	14460662					
31.700	8108382	5071633	14951144					
31.750	10409058	1907623	13844521					
31.800	11626293	693265	11589029					
31.850	12451749	656431	9631018					
31.900	13133670	1503278	8413921					
31.950	13623565	2609833	7192102					
32.000	13819471	3345431	5530220					
32.050	13300580	3788830	3974446					
32.100	12218834	3713963	2925293					
32.150	11176781	2420680	2144229					
32.200	10404206	879472	1249161					
32.250	9732364	1039342	369845					
32.300	8519385	2194352	430541					
32.350	6738739	3072423	1387785					
